id,title,category,shortlist_rank,type,location_town,plz,district_or_region,price_eur,price_note,living_m2,plot_m2,rooms,year_built,energy_hwb_class,energy_hwb_value,heating,has_garden,has_parking,parking_note,has_garage,has_sauna,has_pool,condition_note,commute_pt_min_low,commute_pt_min_high,commute_car_rush_low,commute_car_rush_high,drive_anton_boeck_min,drive_anton_boeck_note,pt_lange_gasse_min,pt_lange_gasse_note,lat,lon,location_precision,url_primary,url_alt,notes,research_date,listing_status,first_seen,last_seen,disappeared_date,price_eur_previous,price_changed_at,price_change_eur,change_flags,seller_type,seller_type_note,makler_name,price_per_m2,fees_statutory_pct,fees_makler_pct,fee_grunderwerbsteuer_eur,fee_grundbuch_eur,fee_notar_eur,fee_makler_eur,fees_total_eur,all_in_price_eur,betriebskosten_monat_eur,betriebskosten_note,finish_status,finish_status_note,finish_status_source
HM4,Stadthaus zur Selbstverwirklichung (Großweikersdorf),honourable,,EFH,Großweikersdorf,3701,Bezirk Tulln (north),199900,,110.0,542.0,5,,F,247.4,Zentralheizung,True,False,,False,False,False,Reno/project Stadthaus; Bieterverfahren note possible,,,,,36,osrm_free_flow,74,vao_hafas_weekday_100000_best_of_5,48.465633,15.978984,approx,https://www.willhaben.at/iad/immobilien/d/haus-kaufen/niederoesterreich/tulln/seltene-gelegenheit-stadthaus-mit-viel-raum-zur-selbstverwirklichung-und-bester-anbindung-1850387514/,,New 2026-09-23. Low entry; heavy self-work; north of Tulln.,2026-09-23,active,2026-09-23,2026-09-26,,,,,seen,makler,ISPRIVATE=0; Immobilien Corner GmbH & Co KG REMAX GOLD; Provision:3% des Kaufpreises zzgl. 20% USt.,Immobilien Corner GmbH & Co KG REMAX GOLD,1817.27,6.1,3.6,6997,2199,2998,7196,19390,219290,,nicht angegeben,unknown,no finish keywords found,listing_text
HM5,Leben mit Weitblick — unverbaubare Aussicht (Großweikersdorf),honourable,,EFH,Großweikersdorf,3701,Bezirk Tulln (north),295000,,98.0,558.0,3,,,,Zentralheizung,True,True,Garage,True,False,False,Smaller EFH; view,,,,,36,osrm_free_flow,84,vao_hafas_weekday_100000_best_of_5,48.474277,15.992114,approx,https://www.willhaben.at/iad/immobilien/d/haus-kaufen/niederoesterreich/tulln/leben-mit-weitblick-unverbaubare-aussicht-in-perfekter-familienlage-1770400789/,,New 2026-09-23. Under budget but only ~98 m² / 3 rooms — tight for family.,2026-09-23,active,2026-09-23,2026-09-26,,,,,seen,makler,ISPRIVATE=0; Immobilien Corner GmbH & Co KG REMAX GOLD; Provision:3% des Kaufpreises zzgl. 20% USt.,Immobilien Corner GmbH & Co KG REMAX GOLD,3010.2,6.1,3.6,10325,3245,4425,10620,28615,323615,,nicht angegeben,sanierungsbedarf,"Zustand Sanierungsbedürftig Wohnfläche 98 m² Grundfläche 558 m² Zimmer 3,5 Nu…",listing_text
HM6,Charmantes EFH mit Weinkeller (Neudegg),honourable,,EFH,Neudegg,3471,Großriedenthal / Bezirk Tulln,198000,,77.0,190.0,3,,,,Zentralheizung,True,False,,False,False,False,Small living + tiny plot; Weinkeller,,,,,52,osrm_free_flow,94,vao_hafas_weekday_100000_best_of_6,48.489315,15.870282,approx,https://www.willhaben.at/iad/immobilien/d/haus-kaufen/niederoesterreich/tulln/charmantes-einfamilienhaus-mit-weinkeller-in-neudegg-grossriedenthal-1696108479/,,New 2026-09-23. Cheap entry but too small for classic family Kauf.,2026-09-23,active,2026-09-23,2026-09-26,,,,,seen,makler,ISPRIVATE=0; Immolution GmbH; Provision:3% des Kaufpreises zzgl. 20% USt.,Immolution GmbH,2571.43,6.1,3.6,6930,2178,2970,7128,19206,217206,80.0,exkl. Heizung (Heizkosten netto €40 separately listed); willhaben MONTHCOSTS_GROSS=80,unknown,no finish keywords found,listing_text
NEW18,Zauberhafte Familienvilla mit Garten (Reidling),shortlist,18,EFH,Reidling,3454,Bezirk Tulln / Sitzenberg-Reidling,249000,,143.0,997.0,4,1900,,,Sonstige,True,True,,False,False,False,Herrenhaus ~1900; reno/DG-Ausbau possible; Garten ~862–997 m²,,,,,50,osrm_free_flow,120,vao_hafas_weekday_100000_best_of_6,48.32561,15.823286,listing,https://www.willhaben.at/iad/immobilien/d/haus-kaufen/niederoesterreich/tulln/-zauberhafte-familienvilla-mit-lebenserfahrung-sucht-eigentuemer-in-die-ihr-neuen-glanz-verleiht-1524064999/,,Evening 2026-09-23 NEW. Strong under-budget family villa west of Tulln; needs reno. Listing coords.,2026-09-23,active,2026-09-23,2026-09-26,,,,,seen,makler,ISPRIVATE=0; Immobilien Rabas; Provision:3% des Kaufpreises zzgl. 20% USt.,Immobilien Rabas,1741.26,6.1,3.6,8715,2739,3735,8964,24153,273153,,nicht angegeben,sanierungsbedarf,Zustand Sanierungsbedürftig Wohnfläche 143 m² Grundfläche 997 m² Zimmer 4 Ver…,listing_text
NEW19,"EFH mit nordischem Flair, Pool & Garten (Weinzierl)",shortlist,19,EFH,Weinzierl,3004,Nähe Tulln (~10 min car) / PLZ 3004,350000,,115.0,,5,,,,Etagenheizung,True,True,,False,False,True,Gepflegt; Pool + Garten; ~10 Autominuten Tulln,,,,,35,osrm_free_flow,83,vao_hafas_weekday_100000_best_of_6,48.31,16.02,town,https://www.willhaben.at/iad/immobilien/d/haus-kaufen/niederoesterreich/tulln/naehe-tulln-weinzierl-einfamilienhaus-mit-nordischem-flair-pool-und-herrlichem-garten-795202026/,,Evening 2026-09-23 NEW. Pool bonus under budget; PLZ 3004 west/southwest of Tulln — confirm exact Ortsteil. Town-centroid coords (street withheld).,2026-09-23,active,2026-09-23,2026-09-26,,,,,seen,makler,"ISPRIVATE=0; PlanetHome Immobilien Austria GmbH; Provision:3,00 % zzgl. gesetzliche MwSt",PlanetHome Immobilien Austria GmbH,3043.48,6.1,3.6,12250,3850,5250,12600,33950,383950,,nicht angegeben,unknown,no finish keywords found,listing_text
NEW20,Großzügiges Zuhause auf weitläufigem Grund (Bierbaum),shortlist,20,EFH,Bierbaum am Kleebühel,3462,Bezirk Tulln / Absdorf area,429000,,130.0,1471.0,5,,,,Zentralheizung,True,True,,False,False,False,130 m² EG + Keller; DG-Ausbau ~100 m² possible; large sunny plot,,,,,37,osrm_free_flow,96,vao_hafas_weekday_100000_best_of_6,48.38876,15.943252,listing,https://www.willhaben.at/iad/immobilien/d/haus-kaufen/niederoesterreich/tulln/platz-fuer-lebenstraeume-grosszuegiges-zuhause-auf-weitlaeufigem-grund-1386444096/,,Evening 2026-09-23 NEW. Large plot under budget near Absdorf; north of Tulln. Listing coords.,2026-09-23,active,2026-09-23,2026-09-26,,,,,seen,makler,"ISPRIVATE=0; KBM Immo GmbH; Provision:15.444,00 EUR inkl. 20% USt.",KBM Immo GmbH,3300.0,6.1,3.6,15015,4719,6435,15444,41613,470613,,nicht angegeben,unknown,no finish keywords found,listing_text
NEW21,Modernes Traumhaus mit Garten (Hintersdorf),shortlist,21,EFH,Hintersdorf,3423,Bezirk Tulln / St. Andrä-Wördern area,430000,,112.0,178.0,5,,,,Fußbodenheizung,True,True,,False,False,False,Modern/bezugsfertig; private garden ~178 m² (compact); FBH,,,,,37,osrm_free_flow,84,vao_hafas_weekday_100000_best_of_6,48.300632,16.212347,listing,https://www.willhaben.at/iad/immobilien/d/haus-kaufen/niederoesterreich/tulln/ihr-traumhaus-in-hintersdorf-offen-lichtdurchflutet-und-mit-eigenem-garten-1333052373/,,Evening 2026-09-23 NEW. Under-budget modern EFH Speckgürtel; garden compact. Sister unit OB11 at €480k. Listing coords.,2026-09-23,active,2026-09-23,2026-09-26,,,,,seen,makler,ISPRIVATE=0; Estoria Real Estate GmbH,Estoria Real Estate GmbH,3839.29,6.1,3.6,15050,4730,6450,15480,41710,471710,275.0,willhaben MONTHCOSTS_GROSS=275,schluesselfertig,"178,42 m² Moderne und durchdachte Raumaufteilung Bezugsfertig ab Anfang Dezember 2026 Modern wohnen - privat und naturn…",listing_text
HM7,Sanierungsbedürftige Liegenschaft mit 1.299 m² (St. Andrä-Wördern),honourable,,EFH,St. Andrä-Wördern,3423,Bezirk Tulln / Speckgürtel,279000,,150.0,1299.0,,,,,,True,True,,True,False,False,Two Bestandsgebäude; heavy reno; large plot,,,,,36,osrm_free_flow,56,vao_hafas_weekday_100000_best_of_5,48.317493,16.213957,listing,https://www.willhaben.at/iad/immobilien/d/haus-kaufen/niederoesterreich/tulln/liegenschaft-mit-bestandsgebaeuden-und-sanierungsbedarf-in-st-andrae-woerdern-2117636839/,https://www.willhaben.at/iad/immobilien/d/haus-kaufen/niederoesterreich/tulln/liegenschaft-mit-bestandsgebaeuden-und-sanierungsbedarf-in-st-andrae-woerdern-1658606323/,Evening 2026-09-23. Location+plot strong but full gut reno — honourable only.; Evening 2026-09-24: willhaben republished under adid 2117636839 (old 1658606323 expired from search).,2026-09-23,active,2026-09-23,2026-09-26,,,,,seen,makler,ISPRIVATE=0; Hepik Immobilien Service GmbH,Hepik Immobilien Service GmbH,1860.0,6.1,3.6,9765,3069,4185,10044,27063,306063,,nicht angegeben,sanierungsbedarf,"Liegenschaft mit Bestandsgebäuden und Sanierungsbedarf in St. Andrä- Wördern, 150 m², € 279.000,-, (3423 St. Andrä-Wörd…",listing_text
HM8,Bungalow mit Vollkeller — Reno-Potenzial (Langenlebarn),honourable,,Bungalow,Langenlebarn,3425,Bezirk Tulln / Langenlebarn-Unteraigen,399500,,90.0,,4,1986,D,,Zentralheizung,True,True,,False,False,False,Floors stripped 2023 mid-reno; BJ 1986,,,,,36,osrm_free_flow,70,vao_hafas_weekday_100000_best_of_5,48.33228,16.12399,town,https://www.willhaben.at/iad/immobilien/d/haus-kaufen/niederoesterreich/tulln/-bungalow-mit-vollkeller-in-bestlage-mit-riesigem-potential-1722224509/,,Evening 2026-09-23. Corridor location but only 90 m² mid-reno — honourable.,2026-09-23,active,2026-09-23,2026-09-26,,,,,seen,makler,ISPRIVATE=0; Immobilien Tulln KHG; Provision:3 % zzgl. gesetzliche MwSt,Immobilien Tulln KHG,4438.89,6.1,3.6,13983,4394,5992,14382,38751,438252,121.0,willhaben MONTHCOSTS_GROSS=121,unknown,no finish keywords found,listing_text
OB9,Modernes Neubauhaus mit Wienerwaldblick (Tulbing/Wilfersdorf),over_budget,,RH,Tulbing,3434,Bezirk Tulln / Wilfersdorf bei Tulbing,479000,,130.0,240.0,4,2025,B,,Zentralheizung,True,True,Garage,True,False,False,Neubau ~2025; Südterrasse; energy B,,,,,40,osrm_free_flow,88,vao_hafas_weekday_100000_best_of_5,48.284904,16.104187,listing,https://www.willhaben.at/iad/immobilien/d/haus-kaufen/niederoesterreich/tulln/modernes-neubauhaus-mit-wienerwaldblick-130-m-suedterrasse-garten-1221553829/,,Evening 2026-09-23. Strong Speckgürtel Neubau but €29k over €450k.,2026-09-23,active,2026-09-23,2026-09-26,,,,,seen,makler,ISPRIVATE=0; REMAX First - REM Immobilienmakler GmbH & Co KG; Provision:3% des Kaufpreises,REMAX First - REM Immobilienmakler GmbH & Co KG,3684.62,6.1,3.6,16765,5269,7185,17244,46463,525463,,nicht angegeben,belagsfertig,"Belagsfertig Plus - EUR 479.000,- Eine gute Wahl für alle, die bei",listing_text
OB10,DHH mit Garten und Pool (Großweikersdorf),over_budget,,DHH,Großweikersdorf,3701,Bezirk Tulln (north),480000,,180.0,251.0,4,,B,,Fußbodenheizung,True,True,,False,False,True,DHH; pool; energy B; longer north commute,,,,,36,osrm_free_flow,106,vao_hafas_weekday_100000_best_of_3,48.479206,15.972856,listing,https://www.willhaben.at/iad/immobilien/d/haus-kaufen/niederoesterreich/tulln/doppelhaushaelfte-in-ruhiger-wohnstrasse-mit-garten-und-pool-1643289963/,,Evening 2026-09-23. Pool bonus but €30k over + north of Tulln.,2026-09-23,active,2026-09-23,2026-09-26,,,,,seen,makler,"ISPRIVATE=0; Fortuna Real GmbH & Co KG; Provision:17.280,00 EUR inkl. 20% USt.",Fortuna Real GmbH & Co KG,2666.67,6.1,3.6,16800,5280,7200,17280,46560,526560,,nicht angegeben,unknown,no finish keywords found,listing_text
OB11,Modernes Traumhaus Hintersdorf (sister unit €480k),over_budget,,EFH,Hintersdorf,3423,Bezirk Tulln / St. Andrä-Wördern area,480000,,112.0,167.0,5,,,,Fußbodenheizung,True,True,,False,False,False,Sister to NEW21; garden ~167 m²; over budget,,,,,37,osrm_free_flow,84,vao_hafas_weekday_100000_best_of_6,48.300632,16.212347,listing,https://www.willhaben.at/iad/immobilien/d/haus-kaufen/niederoesterreich/tulln/ihr-traumhaus-in-hintersdorf-offen-lichtdurchflutet-und-mit-eigenem-garten-1589298540/,,Evening 2026-09-23. Same project as NEW21 but €480k.,2026-09-23,active,2026-09-23,2026-09-26,,,,,seen,makler,ISPRIVATE=0; Estoria Real Estate GmbH,Estoria Real Estate GmbH,4285.71,6.1,3.6,16800,5280,7200,17280,46560,526560,275.0,willhaben MONTHCOSTS_GROSS=275,schluesselfertig,"167,41 m² Moderne und durchdachte Raumaufteilung Bezugsfertig ab Anfang Dezember 2026 Modern wohnen - privat und naturn…",listing_text
HM11,Angebotsverfahren: Garten-Haus (Langenlebarn),honourable,,EFH,Langenlebarn-Oberaigen,3425,Bezirk Tulln,279000,,85.0,540.0,3,,,,Zentralheizung,True,False,,False,False,False,,,,,,36,osrm_free_flow,70,vao_hafas_weekday_100000_best_of_5,48.33228,16.12399,town,https://www.willhaben.at/iad/immobilien/d/haus-kaufen/niederoesterreich/tulln/angebotsverfahren-ein-garten-zum-verlieben-ein-haus-zum-gestalten-1106778375,,Morning 2026-09-24. Langenlebarn Angebotsverfahren; only 85 m² living on 540 m² — small for family.,2026-09-24,active,2026-09-24,2026-09-26,,,,,seen,makler,ISPRIVATE=0; REMAX Emotion; Provision:3% des Kaufpreises zzgl. 20% USt.,REMAX Emotion,3282.35,6.1,3.6,9765,3069,4185,10044,27063,306063,,nicht angegeben,unknown,no finish keywords found,listing_text
NEW25,Großzügige DHH mit Weingartenblick (Tulbing),shortlist,25,DHH,Tulbing,3434,Bezirk Tulln,420000,,235.0,1010.0,5,,,,Zentralheizung,True,False,,False,False,False,,,,,,40,osrm_free_flow,88,vao_hafas_weekday_100000_best_of_5,48.284904,16.104187,town,https://www.willhaben.at/iad/immobilien/d/haus-kaufen/niederoesterreich/tulln/grosszuegige-doppelhaushaelfte-mit-weingartenblick-und-praxis-ordi-buero-atelier-moeglichkeit-fuer-jungfamilien-1138183646,,"Morning 2026-09-24. Large DHH Tulbing 235 m² / ~1,010 m² plot under €450k; pool/garden. Strong size hit.",2026-09-24,active,2026-09-24,2026-09-26,,,,,seen,makler,ISPRIVATE=0; IMS Immobilien Molnar Susanne; Provision:3% des Kaufpreises zzgl. 20% USt.,IMS Immobilien Molnar Susanne,1787.23,6.1,3.6,14700,4620,6300,15120,40740,460740,,nicht angegeben,schluesselfertig,Der schlüsselfertige Zustand mit Keller bietet zusätzlichen Stauraum und…,listing_text
OB13,EFH St. Andrä-Wördern (Übernahme 2027),over_budget,,EFH,St. Andrä-Wördern,3423,Bezirk Tulln,485000,,118.93,626.0,,,,,Zentralheizung,True,False,,False,False,False,,,,,,41,osrm_free_flow,51,vao_hafas_weekday_100000_best_of_6,48.33772,16.20349,town,https://www.willhaben.at/iad/immobilien/d/haus-kaufen/niederoesterreich/tulln/st-andrae-woerdern-zwischen-tulln-und-klosterneuburg-uebernahme-spaetestens-mitte-jaenner-2027-1310803471,,Morning 2026-09-24. St. Andrä-Wördern EFH €485k; takeover mid-Jan 2027; pool mention in text.,2026-09-24,active,2026-09-24,2026-09-26,,,,,seen,makler,ISPRIVATE=0,,4078.03,6.1,3.6,16975,5335,7275,17460,47045,532045,,nicht angegeben,unknown,no finish keywords found,listing_text
NEW27,Einfamilienhaus Zwentendorf — neuer Lebensabschnitt,honourable,,EFH,Zwentendorf an der Donau,3435,Bezirk Tulln,367000,,101.0,638.0,3,,,,Zentralheizung,True,False,,False,False,False,,,,,,42,osrm_free_flow,91,vao_hafas_weekday_100000_best_of_5,48.3405,15.901784,town,https://www.willhaben.at/iad/immobilien/d/haus-kaufen/niederoesterreich/tulln/-unser-neuer-lebensabschnitt-beginnt-hier-1520148509,,Morning 2026-09-24. Zwentendorf EFH under budget; smaller living (~101 m²).,2026-09-24,active,2026-09-24,2026-09-26,,,,,seen,makler,ISPRIVATE=0; Immobilien Tulln KHG; Provision:3% zzgl. gesetzliche MwSt,Immobilien Tulln KHG,3633.66,6.1,3.6,12845,4037,5505,13212,35599,402599,99.0,willhaben MONTHCOSTS_GROSS=99,unknown,no finish keywords found,listing_text
HM9,Rohbau-EFH mit Gestaltungspotenzial (Langenlebarn),honourable,,EFH,Langenlebarn-Oberaigen,3425,Bezirk Tulln,229000,,101.21,,4,,,,,False,False,,False,False,False,,,,,,36,osrm_free_flow,70,vao_hafas_weekday_100000_best_of_5,48.33228,16.12399,town,https://www.willhaben.at/iad/immobilien/d/haus-kaufen/niederoesterreich/tulln/bauherren-aufgepasst-seltene-gelegenheit-auf-ein-einfamilienhaus-im-rohbau-mit-entwicklungs-und-gestaltungsmoeglichkeiten-1663898888,,Morning 2026-09-24. Langenlebarn Rohbau/project EFH €229k — finish cost on buyer.,2026-09-24,active,2026-09-24,2026-09-26,,,,,seen,makler,ISPRIVATE=0; Raiffeisen Immobilien Vermittlung Ges.m.b.H; Provision:3% des Kaufpreises plus 20% USt.,Raiffeisen Immobilien Vermittlung Ges.m.b.H,2262.62,6.1,3.6,8015,2519,3435,8244,22213,251213,,nicht angegeben,rohbaufertig,"ASST: SELTENE GELEGENHEIT AUF EIN EINFAMILIENHAUS IM ROHBAU MIT ENTWICKLUNGS- UND GESTALTUNGSMÖGLICHKEITEN, 101,21 m²,…",listing_text
NEW23,Preisreduktion: Jahrhundertwendevilla (Zeiselmauer),shortlist,23,EFH,Zeiselmauer,3424,Bezirk Tulln,335000,,203.6,1195.0,4,,,,Sonstige,True,False,,False,False,False,,,,,,41,osrm_free_flow,58,vao_hafas_weekday_100000_best_of_5,48.3255,16.1755,town,https://www.willhaben.at/iad/immobilien/d/haus-kaufen/niederoesterreich/tulln/preisreduktion-sanierungsbeduerftige-jahrhundertwendevilla-als-familienwohntraum-in-bestlage-1789943050,,Morning 2026-09-24. Preisreduktion Jahrhundertwendevilla Zeiselmauer; large living+plot; reno. Speckgürtel.,2026-09-24,active,2026-09-24,2026-09-26,,,,,seen,makler,ISPRIVATE=0; Raiffeisen Immobilien Vermittlung Ges.m.b.H; Provision:3% des Kaufpreises plus 20% USt.,Raiffeisen Immobilien Vermittlung Ges.m.b.H,1645.38,6.1,3.6,11725,3685,5025,12060,32495,367495,,nicht angegeben,sanierungsbedarf,"PREISREDUKTION: SANIERUNGSBEDÜRFTIGE JAHRHUNDERTWENDEVILLA ALS FAMILIENWOHNTRAUM IN BESTLAGE, 203,6 m², €",listing_text
NEW22,Gepflegtes Einfamilienhaus (Reidling / Sitzenberg),shortlist,22,EFH,Reidling,3454,Bezirk Tulln,220000,,146.07,360.0,5,,,,Zentralheizung,True,False,,False,False,False,,,,,,50,osrm_free_flow,120,vao_hafas_weekday_100000_best_of_6,48.32561,15.823286,town,https://www.willhaben.at/iad/immobilien/d/haus-kaufen/niederoesterreich/tulln/einziehen-und-wohlfuehlen-gepflegtes-einfamilienhaus-in-sitzenberg-reidling-1816997509,,Morning 2026-09-24. Gepflegtes EFH Reidling under budget; solid size. Town/listing.,2026-09-24,active,2026-09-24,2026-09-26,,,,,seen,makler,ISPRIVATE=0; REMAX Plus Immobilienservice GmbH; Provision:3% des Kaufpreises zzgl. 20% USt.,REMAX Plus Immobilienservice GmbH,1506.13,6.1,3.6,7700,2420,3300,7920,21340,241340,,nicht angegeben,unknown,no finish keywords found,listing_text
NEW24,Lichtdurchflutetes Eckreihenhaus (Langenlebarn),shortlist,24,RH,Langenlebarn-Oberaigen,3425,Bezirk Tulln,369000,,116.0,230.0,5,,,,,True,False,,False,False,False,,,,,,36,osrm_free_flow,70,vao_hafas_weekday_100000_best_of_5,48.33228,16.12399,town,https://www.willhaben.at/iad/immobilien/d/haus-kaufen/niederoesterreich/tulln/lichtdurchlutetes-eckreihenhaus-in-langenlebarn-1873349402,,Morning 2026-09-24. Eckreihenhaus Langenlebarn corridor under budget.,2026-09-24,active,2026-09-24,2026-09-26,,,,,seen,makler,ISPRIVATE=0; QUIN Properties GmbH & Co KG; Provision:3% des Kaufpreises zzgl. 20% USt.,QUIN Properties GmbH & Co KG,3181.03,6.1,3.6,12915,4059,5535,13284,35793,404793,,nicht angegeben,unknown,no finish keywords found,listing_text
OB14,Moderne Neubau-DHH (Königstetten),over_budget,,DHH,Königstetten,3433,Bezirk Tulln,509000,,120.0,,3,,,,Fußbodenheizung,False,False,,False,False,False,,,,,,41,osrm_free_flow,78,vao_hafas_weekday_100000_best_of_6,48.29801,16.15495,town,https://www.willhaben.at/iad/immobilien/d/haus-kaufen/niederoesterreich/tulln/moderne-doppelhaushaelfte-in-koenigstetten-1991887817,,Morning 2026-09-24. Königstetten Neubau DHH €509k — over budget.,2026-09-24,active,2026-09-24,2026-09-26,,,,,seen,makler,ISPRIVATE=0; Haag (Termine nach Vereinbarung); Provision:3% des Kaufpreises zzgl. 20% USt.,Haag (Termine nach Vereinbarung),4241.67,6.1,3.6,17815,5599,7635,18324,49373,558373,,nicht angegeben,schluesselfertig,Das bezugsfertige Wohnhaus befindet sich in einer ruhigen Siedlungslage m…,listing_text
HM10,Renovierungsbedürftige Zweifamilienvilla (Langenlebarn),honourable,,EFH,Langenlebarn-Unteraigen,3425,Bezirk Tulln,268000,,157.0,688.0,,,,,,True,False,,False,False,False,,,,,,36,osrm_free_flow,70,vao_hafas_weekday_100000_best_of_5,48.33228,16.12399,town,https://www.willhaben.at/iad/immobilien/d/haus-kaufen/niederoesterreich/tulln/superpreis-komplett-renovierungsbeduerftige-zweifamilienvilla-2047514440,,Morning 2026-09-24. Langenlebarn Zweifamilienvilla full reno €268k / 157 m² / 688 m².,2026-09-24,active,2026-09-24,2026-09-26,,,,,seen,makler,ISPRIVATE=0; Till Wohnungsrenovierungs- und Vermietungs- GmbH; Provision:3% des Kaufpreises zzgl. 20% USt.,Till Wohnungsrenovierungs- und Vermietungs- GmbH,1707.01,6.1,3.6,9380,2948,4020,9648,25996,293996,,nicht angegeben,sanierungsbedarf,Zustand Sanierungsbedürftig Wohnfläche 157 m² Grundfläche 688 m² Nutzfläche 1…,listing_text
OB12,Flexibles Wohnjuwel PV + Wärmepumpe (Tulln Stadt),over_budget,,EFH,Tulln an der Donau,3430,Bezirk Tulln,460000,,146.64,460.0,7,,,,Luftwärmepumpe,True,False,,False,False,False,,,,,,32,osrm_free_flow,60,vao_hafas_weekday_100000_best_of_6,48.32615,16.045681,town,https://www.willhaben.at/iad/immobilien/d/haus-kaufen/niederoesterreich/tulln/flexibles-wohnjuwel-mit-pv-anlage-und-waermepumpe-in-begehrter-tullner-siedlungslage-naehe-hauptbahnhof-2066383426,,Morning 2026-09-24. Tulln-Stadt EFH with PV+Wärmepumpe near Hbf; €460k (~€10k over).,2026-09-24,active,2026-09-24,2026-09-26,,,,,seen,makler,ISPRIVATE=0; KBM Immo GmbH,KBM Immo GmbH,3136.93,6.1,3.6,16100,5060,6900,16560,44620,504620,114.0,willhaben MONTHCOSTS_GROSS=114,unknown,no finish keywords found,listing_text
HM12,EFH mit Garten & Balkon (Langenlebarn),honourable,,EFH,Langenlebarn-Oberaigen,3425,Bezirk Tulln,279000,,100.0,256.0,4,,,,Etagenheizung,True,False,,False,False,False,,,,,,36,osrm_free_flow,70,vao_hafas_weekday_100000_best_of_5,48.33228,16.12399,town,https://www.willhaben.at/iad/immobilien/d/haus-kaufen/niederoesterreich/tulln/grosszuegiges-wohnen-mit-garten-balkon-und-viel-potenzial-860495956,,Morning 2026-09-24. Langenlebarn EFH €279k / 100 m²; garden+balkon; mid-size.,2026-09-24,active,2026-09-24,2026-09-26,,,,,seen,makler,ISPRIVATE=0; Immobilien86 KG,Immobilien86 KG,2790.0,6.1,3.6,9765,3069,4185,10044,27063,306063,204.26,"willhaben MONTHCOSTS_GROSS=204,26",sanierungsbedarf,Zustand Sanierungsbedürftig Wohnfläche 100 m² Grundfläche 256 m² Zimmer 4 Hei…,listing_text
NEW26,EFH mit Innenhof & Nebengebäuden (Wilfersdorf),shortlist,26,EFH,Wilfersdorf,3434,Bezirk Tulln,349000,,121.6,730.0,4,,,,Zentralheizung,True,False,,False,False,False,,,,,,40,osrm_free_flow,86,vao_hafas_weekday_100000_best_of_6,48.28342,16.11604,town,https://www.willhaben.at/iad/immobilien/d/haus-kaufen/niederoesterreich/tulln/einfamilienhaus-mit-innenhof-nebengebaeuden-und-entwicklungspotenzial-in-wilfersdorf-867856441,,Morning 2026-09-24. Wilfersdorf EFH with Innenhof + Nebengebäude; development potential.,2026-09-24,active,2026-09-24,2026-09-26,,,,,seen,makler,ISPRIVATE=0; Kaltenegger Realitäten GmbH; Provision:3% des Kaufpreises zzgl. 20% USt.,Kaltenegger Realitäten GmbH,2870.07,6.1,3.6,12215,3839,5235,12564,33853,382853,,nicht angegeben,unknown,no finish keywords found,listing_text
ST1,Modernes Wohnen / Reihenhaus-Einheit (Unterzögersdorf / Stockerau),over_budget,,RH,Unterzögersdorf,2000,Stockerau / Bezirk Korneuburg,469000,Projekt unit; only 1 available,120.06,,5,2020,C,54.22,Luft-Wärmepumpe,True,True,KFZ-Stellplatz (Projekt: 6 Stellplätze),False,False,False,BJ2020; PROJECT/TYPE=Wohnung / EG mit 76 m² Freifläche; Beschreibung „6 Mietwohnungen“ — nicht klassisches EFH. Willhaben also labels Reihenhaus.,,,,,31,osrm_free_flow,66,vao_hafas_weekday_100000_best_of_5,48.378274,16.168951,listing,https://www.willhaben.at/iad/immobilien/d/neubauprojekt/niederoesterreich/korneuburg/modernes-wohnen-in-stockerau-1285977538/,https://www.willhaben.at/iad/immobilien/d/haus-kaufen/niederoesterreich/korneuburg/modernes-reihenhaus-mit-zwei-unabhaengigen-einheiten-1827159767/,"Stockerau find 2026-09-24. Over €450k. Unit €469k / 120 m² / 5 Zi / Freifläche 76 m². Seller WERTIMMOBILIEN Consulting KG (Doppelmakler). Tag honest: apartment-origin EG with garden, marketed partly as RH.",2026-09-24,active,2026-09-24,2026-09-26,,,,,seen,makler,ISPRIVATE=0; WERTIMMOBILIEN Consulting KG; Doppelmakler; provision not explicit on page,WERTIMMOBILIEN Consulting KG,3906.38,6.1,3.6,16415,5159,7035,16884,45493,514493,305.4,"willhaben MONTHCOSTS_GROSS=305,4",unknown,no finish keywords found,listing_text
ST2,„Große Familie gesucht!“ EFH (Stockerau),shortlist,27,EFH,Stockerau,2000,Bezirk Korneuburg,389000,,170.0,436.0,6,1966,E,182.0,Erdwärme,True,True,,False,False,False,Verkehrsberuhigte Lage mitten in Stockerau; große Familie / Mehrgenerationen,,,,,20,osrm_free_flow,54,vao_hafas_weekday_100000_best_of_5,48.386917,16.223042,listing,https://www.willhaben.at/iad/immobilien/d/haus-kaufen/niederoesterreich/korneuburg/-grosse-familie-gesucht-2014418206/,,Stockerau 2026-09-24. Strong under-budget size hit: 170 m² / 6 Zi / 436 m² plot. Erdwärme. RE/MAX Dynamic.,2026-09-24,active,2026-09-24,2026-09-26,,,,,seen,makler,ISPRIVATE=0; REMAX Dynamic; Provision:3% des Kaufpreises zzgl. 20% USt.,REMAX Dynamic,2288.24,6.1,3.6,13615,4279,5835,14004,37733,426733,,nicht angegeben,unknown,no finish keywords found,listing_text
